account_id,business_date,opening_balance,closing_balance,available_balance,currency,source_system,load_timestamp
AC00001,2026-08-23,57589.83,84366.30,84366.30,INR,CORE_BANKING,2025-09-15 03:32:34
AC00001,2026-08-24,84366.30,37781.76,37781.76,INR,CORE_BANKING,2025-05-18 18:28:37
AC00001,2026-08-25,37781.76,104411.67,104411.67,INR,CORE_BANKING,2026-02-24 03:15:31
AC00001,2026-08-26,104411.67,181114.47,181114.47,INR,CORE_BANKING,2024-04-12 19:28:02
AC00001,2026-08-27,181114.47,66012.25,66012.25,INR,CORE_BANKING,2025-04-13 17:11:28
AC00001,2026-08-28,66012.25,66012.25,66012.25,INR,CORE_BANKING,2026-01-21 11:12:50
AC00001,2026-08-29,66012.25,74328.78,74328.78,INR,CORE_BANKING,2024-09-25 07:30:58
AC00001,2026-08-30,74328.78,121607.63,121607.63,INR,CORE_BANKING,2025-06-15 15:19:24
AC00002,2026-08-01,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-11-10 20:11:31
AC00002,2026-08-02,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-02-01 01:23:38
AC00002,2026-08-03,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-05-26 08:32:05
AC00002,2026-08-04,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-03-03 10:20:11
AC00002,2026-08-05,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-02-23 22:23:31
AC00002,2026-08-06,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-08-17 15:25:15
AC00002,2026-08-07,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-07-29 05:45:48
AC00002,2026-08-08,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-11-02 04:06:11
AC00002,2026-08-09,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-01-23 03:34:47
AC00002,2026-08-10,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-03-19 20:56:19
AC00002,2026-08-11,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-10-11 18:30:31
AC00002,2026-08-12,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-02-12 16:03:18
AC00002,2026-08-13,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-06-07 18:41:03
AC00002,2026-08-14,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-04-10 09:23:16
AC00002,2026-08-15,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-08-24 01:58:04
AC00002,2026-08-16,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-03-21 15:32:50
AC00002,2026-08-17,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-10-01 18:56:35
AC00002,2026-08-18,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-01-06 12:26:19
AC00002,2026-08-19,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-03-17 13:01:54
AC00002,2026-08-20,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-09-11 16:45:10
AC00002,2026-08-21,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-01-04 21:42:53
AC00002,2026-08-22,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-07-26 01:28:30
AC00002,2026-08-23,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-04-16 15:07:24
AC00002,2026-08-24,118130.50,118130.50,118130.50,INR,CORE_BANKING,2026-05-13 17:27:36
AC00002,2026-08-25,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-04-07 02:22:22
AC00002,2026-08-26,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-12-03 07:24:38
AC00002,2026-08-27,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-02-06 04:33:30
AC00002,2026-08-28,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-10-02 17:30:25
AC00002,2026-08-29,118130.50,118130.50,118130.50,INR,CORE_BANKING,2025-11-16 20:13:15
AC00002,2026-08-30,118130.50,118130.50,118130.50,INR,CORE_BANKING,2024-11-11 17:32:07
AC00003,2026-08-01,107572.76,113492.78,113492.78,INR,CORE_BANKING,2026-03-09 02:40:02
AC00003,2026-08-02,113492.78,154768.56,154768.56,INR,CORE_BANKING,2024-03-08 10:40:20
AC00003,2026-08-03,154768.56,149132.43,149132.43,INR,CORE_BANKING,2026-05-13 12:28:36
AC00003,2026-08-04,149132.43,124056.07,124056.07,INR,CORE_BANKING,2025-06-08 19:54:45
AC00003,2026-08-05,124056.07,98288.22,98288.22,INR,CORE_BANKING,2026-01-19 06:38:52
AC00003,2026-08-06,98288.22,22211.87,22211.87,INR,CORE_BANKING,2026-02-26 01:48:54
AC00003,2026-08-07,22211.87,86716.22,86716.22,INR,CORE_BANKING,2025-10-31 18:48:55
AC00003,2026-08-08,86716.22,71944.78,71944.78,INR,CORE_BANKING,2024-11-26 20:28:54
AC00003,2026-08-09,71944.78,71944.78,71944.78,INR,CORE_BANKING,2024-06-01 00:37:36
AC00003,2026-08-10,71944.78,14806.73,14806.73,INR,CORE_BANKING,2025-11-09 05:29:16
AC00003,2026-08-11,14806.73,14806.73,14806.73,INR,CORE_BANKING,2024-09-19 09:24:13
AC00003,2026-08-12,14806.73,5979.70,5979.70,INR,CORE_BANKING,2025-11-07 12:53:59
AC00003,2026-08-13,5979.70,4014.18,4014.18,INR,CORE_BANKING,2024-02-08 17:20:26
AC00003,2026-08-14,4014.18,3043.23,3043.23,INR,CORE_BANKING,2025-08-01 22:24:22
AC00003,2026-08-15,3043.23,2757.37,2757.37,INR,CORE_BANKING,2024-05-03 12:08:11
AC00003,2026-08-16,2757.37,193.21,193.21,INR,CORE_BANKING,2025-11-22 09:17:57
AC00003,2026-08-17,193.21,45.85,45.85,INR,CORE_BANKING,2024-05-11 10:50:53
AC00003,2026-08-18,45.85,33282.46,33282.46,INR,CORE_BANKING,2025-11-01 19:42:01
AC00003,2026-08-19,33282.46,156447.77,156447.77,INR,CORE_BANKING,2025-10-24 04:30:39
AC00003,2026-08-20,156447.77,170107.71,170107.71,INR,CORE_BANKING,2026-03-11 05:13:21
AC00003,2026-08-21,170107.71,218103.58,218103.58,INR,CORE_BANKING,2025-08-28 06:56:43
AC00003,2026-08-22,218103.58,204826.13,204826.13,INR,CORE_BANKING,2024-02-03 11:07:40
AC00003,2026-08-23,204826.13,270503.50,270503.50,INR,CORE_BANKING,2025-05-22 04:51:32
AC00003,2026-08-24,270503.50,287753.74,287753.74,INR,CORE_BANKING,2025-07-18 08:40:37
AC00003,2026-08-25,287753.74,244004.23,244004.23,INR,CORE_BANKING,2024-03-04 08:55:05
AC00003,2026-08-26,244004.23,306682.46,306682.46,INR,CORE_BANKING,2024-03-26 02:38:34
AC00003,2026-08-27,306682.46,257439.40,257439.40,INR,CORE_BANKING,2025-06-20 05:40:35
AC00003,2026-08-28,257439.40,257439.40,257439.40,INR,CORE_BANKING,2024-10-15 15:21:35
AC00003,2026-08-29,257439.40,210017.42,210017.42,INR,CORE_BANKING,2025-08-27 06:43:06
AC00003,2026-08-30,210017.42,180814.03,180814.03,INR,CORE_BANKING,2025-10-08 20:09:01
AC00004,2026-08-01,110726.44,135567.17,135567.17,INR,CORE_BANKING,2026-05-24 19:08:54
AC00004,2026-08-02,135567.17,73657.71,73657.71,INR,CORE_BANKING,2024-08-07 14:00:05
AC00004,2026-08-03,73657.71,45320.33,45320.33,INR,CORE_BANKING,2025-10-08 03:13:16
AC00004,2026-08-04,45320.33,36905.91,36905.91,INR,CORE_BANKING,2025-09-03 21:54:51
AC00004,2026-08-05,36905.91,36321.66,36321.66,INR,CORE_BANKING,2025-08-18 22:20:43
AC00004,2026-08-06,36321.66,61974.05,61974.05,INR,CORE_BANKING,2024-05-16 11:26:12
AC00004,2026-08-07,61974.05,26666.65,26666.65,INR,CORE_BANKING,2024-11-19 19:06:21
AC00004,2026-08-08,26666.65,65566.60,65566.60,INR,CORE_BANKING,2025-09-20 07:43:22
AC00004,2026-08-09,65566.60,95360.80,95360.80,INR,CORE_BANKING,2024-05-25 10:05:42
AC00004,2026-08-10,95360.80,47413.70,47413.70,INR,CORE_BANKING,2026-02-16 20:00:06
AC00004,2026-08-11,47413.70,44559.27,44559.27,INR,CORE_BANKING,2025-12-29 16:06:39
AC00004,2026-08-12,44559.27,101882.68,101882.68,INR,CORE_BANKING,2026-05-01 01:55:57
AC00004,2026-08-13,101882.68,159485.32,159485.32,INR,CORE_BANKING,2024-11-23 18:19:34
AC00004,2026-08-14,159485.32,210997.12,210997.12,INR,CORE_BANKING,2024-11-22 07:58:54
AC00004,2026-08-15,210997.12,93525.84,93525.84,INR,CORE_BANKING,2025-04-06 20:04:35
AC00004,2026-08-16,93525.84,32970.67,32970.67,INR,CORE_BANKING,2024-05-06 11:18:39
AC00004,2026-08-17,32970.67,22683.92,22683.92,INR,CORE_BANKING,2025-03-16 06:29:51
AC00004,2026-08-18,22683.92,1373.48,1373.48,INR,CORE_BANKING,2024-11-02 20:48:53
AC00004,2026-08-19,1373.48,996.33,996.33,INR,CORE_BANKING,2024-02-08 03:42:27
AC00004,2026-08-20,996.33,46457.66,46457.66,INR,CORE_BANKING,2025-07-04 13:11:14
AC00004,2026-08-21,46457.66,113795.99,113795.99,INR,CORE_BANKING,2024-03-14 01:46:02
AC00004,2026-08-22,113795.99,58502.43,58502.43,INR,CORE_BANKING,2024-12-07 11:23:56
AC00004,2026-08-23,58502.43,15297.73,15297.73,INR,CORE_BANKING,2025-08-07 03:18:38
AC00004,2026-08-24,15297.73,1587.28,1587.28,INR,CORE_BANKING,2024-10-14 08:25:44
AC00004,2026-08-25,1587.28,1257.78,1257.78,INR,CORE_BANKING,2026-02-20 00:25:58
AC00004,2026-08-26,1257.78,66013.09,66013.09,INR,CORE_BANKING,2025-01-02 19:26:23
AC00004,2026-08-27,66013.09,54140.86,54140.86,INR,CORE_BANKING,2024-05-09 01:04:58
AC00004,2026-08-28,54140.86,57950.23,57950.23,INR,CORE_BANKING,2025-04-19 14:08:49
AC00004,2026-08-29,57950.23,25569.97,25569.97,INR,CORE_BANKING,2026-03-25 03:55:28
AC00004,2026-08-30,25569.97,3139.65,3139.65,INR,CORE_BANKING,2024-12-10 00:37:22
AC00005,2026-08-01,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-12-11 19:39:11
AC00005,2026-08-02,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-08-25 12:55:29
AC00005,2026-08-03,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-03-18 22:48:04
AC00005,2026-08-04,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-07-02 11:08:42
AC00005,2026-08-05,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-08-03 20:44:46
AC00005,2026-08-06,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-07-06 04:44:45
AC00005,2026-08-07,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-10-22 15:35:57
AC00005,2026-08-08,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-05-31 16:20:39
AC00005,2026-08-09,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-06-04 20:26:47
AC00005,2026-08-10,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-11-25 08:56:21
AC00005,2026-08-11,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-09-29 15:42:17
AC00005,2026-08-12,178838.04,178838.04,178838.04,INR,CORE_BANKING,2026-06-16 19:25:00
AC00005,2026-08-13,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-07-29 08:28:47
AC00005,2026-08-14,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-06-08 03:14:47
AC00005,2026-08-15,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-02-29 07:22:54
AC00005,2026-08-16,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-05-03 04:11:08
AC00005,2026-08-17,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-03-12 17:00:32
AC00005,2026-08-18,178838.04,178838.04,178838.04,INR,CORE_BANKING,2026-01-07 04:04:23
AC00005,2026-08-19,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-04-11 21:30:12
AC00005,2026-08-20,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-03-27 19:11:58
AC00005,2026-08-21,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-12-12 23:30:14
AC00005,2026-08-22,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-05-07 06:32:37
AC00005,2026-08-23,178838.04,178838.04,178838.04,INR,CORE_BANKING,2026-04-29 13:31:47
AC00005,2026-08-24,178838.04,178838.04,178838.04,INR,CORE_BANKING,2026-05-27 22:23:03
AC00005,2026-08-25,178838.04,178838.04,178838.04,INR,CORE_BANKING,2026-03-23 07:23:48
AC00005,2026-08-26,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-10-09 06:41:58
AC00005,2026-08-27,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-08-22 19:38:41
AC00005,2026-08-28,178838.04,178838.04,178838.04,INR,CORE_BANKING,2024-07-17 20:16:21
AC00005,2026-08-29,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-06-15 09:25:22
AC00005,2026-08-30,178838.04,178838.04,178838.04,INR,CORE_BANKING,2025-10-10 23:52:46
AC00006,2026-08-01,17874.32,823.93,823.93,INR,CORE_BANKING,2025-10-04 15:51:17
AC00006,2026-08-02,823.93,353.68,353.68,INR,CORE_BANKING,2026-01-23 08:13:40
AC00006,2026-08-03,353.68,209.53,209.53,INR,CORE_BANKING,2025-02-27 20:01:35
AC00006,2026-08-04,209.53,157.75,157.75,INR,CORE_BANKING,2024-01-13 01:10:35
AC00006,2026-08-05,157.75,0.00,0.00,INR,CORE_BANKING,2024-02-12 09:55:58
AC00006,2026-08-06,0.00,100428.79,100428.79,INR,CORE_BANKING,2026-03-28 18:14:00
AC00006,2026-08-07,100428.79,23032.19,23032.19,INR,CORE_BANKING,2024-05-01 11:11:50
AC00006,2026-08-08,23032.19,3001.22,3001.22,INR,CORE_BANKING,2024-03-22 20:44:15
AC00006,2026-08-09,3001.22,6998.68,6998.68,INR,CORE_BANKING,2025-12-08 16:17:55
AC00006,2026-08-10,6998.68,100736.92,100736.92,INR,CORE_BANKING,2026-01-15 23:44:51
AC00006,2026-08-11,100736.92,37109.73,37109.73,INR,CORE_BANKING,2025-10-07 11:29:46
AC00006,2026-08-12,37109.73,66816.70,66816.70,INR,CORE_BANKING,2025-06-25 09:12:47
AC00006,2026-08-13,66816.70,63866.65,63866.65,INR,CORE_BANKING,2024-01-30 16:01:35
AC00006,2026-08-14,63866.65,97989.99,97989.99,INR,CORE_BANKING,2025-01-13 10:10:45
AC00006,2026-08-15,97989.99,97989.99,97989.99,INR,CORE_BANKING,2024-09-20 09:16:36
AC00006,2026-08-16,97989.99,91282.29,91282.29,INR,CORE_BANKING,2024-02-29 13:16:59
AC00006,2026-08-17,91282.29,62054.26,62054.26,INR,CORE_BANKING,2024-10-29 20:59:46
AC00006,2026-08-18,62054.26,19033.21,19033.21,INR,CORE_BANKING,2025-04-07 20:44:52
AC00006,2026-08-19,19033.21,454.46,454.46,INR,CORE_BANKING,2025-05-21 07:44:28
AC00006,2026-08-20,454.46,249.50,249.50,INR,CORE_BANKING,2026-05-27 17:49:31
AC00006,2026-08-21,249.50,249.50,249.50,INR,CORE_BANKING,2025-12-18 23:23:45
AC00006,2026-08-22,249.50,94.95,94.95,INR,CORE_BANKING,2026-04-03 22:22:09
AC00006,2026-08-23,94.95,94.95,94.95,INR,CORE_BANKING,2025-04-13 17:29:36
AC00006,2026-08-24,94.95,94.95,94.95,INR,CORE_BANKING,2024-07-20 03:15:29
AC00006,2026-08-25,94.95,9.78,9.78,INR,CORE_BANKING,2026-03-11 18:38:28
AC00006,2026-08-26,9.78,0.00,0.00,INR,CORE_BANKING,2025-11-08 03:20:41
AC00006,2026-08-27,0.00,0.00,0.00,INR,CORE_BANKING,2024-11-01 06:40:39
AC00006,2026-08-28,0.00,69828.59,69828.59,INR,CORE_BANKING,2025-07-27 17:12:40
AC00006,2026-08-29,69828.59,142643.66,142643.66,INR,CORE_BANKING,2024-06-22 23:18:54
AC00006,2026-08-30,142643.66,142643.66,142643.66,INR,CORE_BANKING,2025-10-13 09:46:34
AC00007,2026-08-01,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-10-02 22:52:05
AC00007,2026-08-02,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-04-17 15:25:19
AC00007,2026-08-03,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-02-19 13:28:48
AC00007,2026-08-04,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-01-10 20:19:45
AC00007,2026-08-05,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-07-09 17:10:22
AC00007,2026-08-06,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-01-30 10:01:33
AC00007,2026-08-07,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-12-24 01:58:28
AC00007,2026-08-08,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-02-28 07:06:06
AC00007,2026-08-09,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-11-12 03:21:19
AC00007,2026-08-10,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-06-26 02:47:57
AC00007,2026-08-11,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-06-30 14:44:50
AC00007,2026-08-12,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-10-07 15:44:06
AC00007,2026-08-13,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-07-24 15:28:50
AC00007,2026-08-14,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-03-22 23:40:30
AC00007,2026-08-15,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-06-09 19:17:35
AC00007,2026-08-16,109274.74,109274.74,109274.74,INR,CORE_BANKING,2026-02-01 03:07:13
AC00007,2026-08-17,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-10-18 18:32:08
AC00007,2026-08-18,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-07-02 12:11:34
AC00007,2026-08-19,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-07-17 03:32:50
AC00007,2026-08-20,109274.74,109274.74,109274.74,INR,CORE_BANKING,2026-03-30 12:24:40
AC00007,2026-08-21,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-05-13 16:06:09
AC00007,2026-08-22,109274.74,109274.74,109274.74,INR,CORE_BANKING,2026-05-01 03:51:07
AC00007,2026-08-23,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-08-10 14:09:34
AC00007,2026-08-24,109274.74,109274.74,109274.74,INR,CORE_BANKING,2026-03-31 13:00:59
AC00007,2026-08-25,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-02-16 12:38:14
AC00007,2026-08-26,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-04-11 16:16:41
AC00007,2026-08-27,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-12-20 16:20:37
AC00007,2026-08-28,109274.74,109274.74,109274.74,INR,CORE_BANKING,2024-09-24 18:53:27
AC00007,2026-08-29,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-11-16 14:01:13
AC00007,2026-08-30,109274.74,109274.74,109274.74,INR,CORE_BANKING,2025-05-23 13:36:52
AC00008,2026-08-01,70139.58,131781.91,131781.91,INR,CORE_BANKING,2025-11-15 14:35:55
AC00008,2026-08-02,131781.91,75818.35,75818.35,INR,CORE_BANKING,2026-03-12 05:05:02
AC00008,2026-08-03,75818.35,5717.35,5717.35,INR,CORE_BANKING,2025-07-27 08:16:51
AC00008,2026-08-04,5717.35,2397.62,2397.62,INR,CORE_BANKING,2026-03-01 08:44:18
AC00008,2026-08-05,2397.62,33526.61,33526.61,INR,CORE_BANKING,2024-11-11 21:17:54
AC00008,2026-08-06,33526.61,115407.37,115407.37,INR,CORE_BANKING,2025-02-10 04:12:05
AC00008,2026-08-07,115407.37,127707.67,127707.67,INR,CORE_BANKING,2026-05-13 03:00:31
AC00008,2026-08-08,127707.67,127707.67,127707.67,INR,CORE_BANKING,2024-04-28 04:29:20
AC00008,2026-08-09,127707.67,223023.71,223023.71,INR,CORE_BANKING,2024-08-16 03:36:27
AC00008,2026-08-10,223023.71,161288.33,161288.33,INR,CORE_BANKING,2026-02-26 00:02:13
AC00008,2026-08-11,161288.33,4443.64,4443.64,INR,CORE_BANKING,2024-02-05 19:39:17
AC00008,2026-08-12,4443.64,1186.99,1186.99,INR,CORE_BANKING,2025-07-23 07:41:57
AC00008,2026-08-13,1186.99,705.57,705.57,INR,CORE_BANKING,2024-05-19 13:30:42
AC00008,2026-08-14,705.57,545.80,545.80,INR,CORE_BANKING,2025-03-15 15:03:34
AC00008,2026-08-15,545.80,271.78,271.78,INR,CORE_BANKING,2025-05-23 07:15:02
AC00008,2026-08-16,271.78,271.78,271.78,INR,CORE_BANKING,2025-12-22 08:34:14
AC00008,2026-08-17,271.78,4682.05,4682.05,INR,CORE_BANKING,2024-12-04 11:45:08
AC00008,2026-08-18,4682.05,30678.25,30678.25,INR,CORE_BANKING,2024-07-13 20:42:03
AC00008,2026-08-19,30678.25,29717.31,29717.31,INR,CORE_BANKING,2025-02-12 07:28:53
AC00008,2026-08-20,29717.31,65845.36,65845.36,INR,CORE_BANKING,2024-10-14 08:02:49
AC00008,2026-08-21,65845.36,24417.67,24417.67,INR,CORE_BANKING,2026-02-04 16:28:27
AC00008,2026-08-22,24417.67,1860.35,1860.35,INR,CORE_BANKING,2026-06-17 09:47:44
AC00008,2026-08-23,1860.35,43457.59,43457.59,INR,CORE_BANKING,2025-03-24 11:56:53
AC00008,2026-08-24,43457.59,3241.11,3241.11,INR,CORE_BANKING,2025-05-15 15:08:11
AC00008,2026-08-25,3241.11,46892.22,46892.22,INR,CORE_BANKING,2024-07-02 12:17:52
AC00008,2026-08-26,46892.22,39286.54,39286.54,INR,CORE_BANKING,2026-02-10 07:53:32
AC00008,2026-08-27,39286.54,774.18,774.18,INR,CORE_BANKING,2025-02-11 02:08:44
AC00008,2026-08-28,774.18,87489.01,87489.01,INR,CORE_BANKING,2024-03-05 08:20:13
AC00008,2026-08-29,87489.01,78145.34,78145.34,INR,CORE_BANKING,2025-01-13 07:29:16
AC00008,2026-08-30,78145.34,44692.62,44692.62,INR,CORE_BANKING,2024-09-28 12:49:21
AC00009,2026-08-01,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-09-27 23:44:24
AC00009,2026-08-02,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-07-01 13:42:37
AC00009,2026-08-03,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-12-20 07:18:01
AC00009,2026-08-04,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-01-22 05:54:03
AC00009,2026-08-05,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-12-18 14:21:19
AC00009,2026-08-06,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-10-31 22:03:41
AC00009,2026-08-07,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-05-14 07:44:18
AC00009,2026-08-08,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-01-02 16:00:18
AC00009,2026-08-09,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-09-17 07:45:18
AC00009,2026-08-10,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-02-07 23:30:18
AC00009,2026-08-11,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-08-31 01:01:02
AC00009,2026-08-12,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-07-20 04:13:14
AC00009,2026-08-13,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-06-08 18:20:02
AC00009,2026-08-14,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-01-27 19:41:03
AC00009,2026-08-15,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-05-17 09:01:49
AC00009,2026-08-16,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-02-27 09:47:52
AC00009,2026-08-17,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-04-03 07:36:11
AC00009,2026-08-18,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-02-26 13:36:33
AC00009,2026-08-19,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-03-24 23:25:43
AC00009,2026-08-20,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-10-31 19:03:00
AC00009,2026-08-21,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-07-29 04:34:34
AC00009,2026-08-22,52889.18,52889.18,52889.18,INR,CORE_BANKING,2025-07-02 02:38:38
AC00009,2026-08-23,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-05-11 20:18:20
AC00009,2026-08-24,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-03-10 08:56:28
AC00009,2026-08-25,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-01-02 09:18:49
AC00009,2026-08-26,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-06-23 19:49:18
AC00009,2026-08-27,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-09-10 03:56:02
AC00009,2026-08-28,52889.18,52889.18,52889.18,INR,CORE_BANKING,2024-10-28 21:34:50
AC00009,2026-08-29,52889.18,52889.18,52889.18,INR,CORE_BANKING,2026-04-28 21:56:33
